A2_EDAD_1,A3_SEXO_1,ZONA,COD_REGION,POND_USO,grupo_etario,zona_desc,sexo_desc
66.0,1.0,1.0,4.0,0.52221,60+,Urbana,Hombre
75.0,1.0,1.0,4.0,0.59866,60+,Urbana,Hombre
42.0,1.0,1.0,2.0,0.43325,30-44,Urbana,Hombre
94.0,2.0,1.0,1.0,0.84541,60+,Urbana,Mujer
20.0,1.0,1.0,1.0,0.73745,18-29,Urbana,Hombre
73.0,2.0,1.0,1.0,0.54465,60+,Urbana,Mujer
25.0,1.0,1.0,1.0,1.02566,18-29,Urbana,Hombre
58.0,1.0,1.0,1.0,0.54465,45-59,Urbana,Hombre
41.0,2.0,1.0,2.0,0.43325,30-44,Urbana,Mujer
49.0,1.0,1.0,2.0,0.67249,45-59,Urbana,Hombre
70.0,2.0,1.0,4.0,0.87663,60+,Urbana,Mujer
59.0,1.0,1.0,4.0,0.59866,45-59,Urbana,Hombre
34.0,2.0,1.0,4.0,0.56477,30-44,Urbana,Mujer
67.0,1.0,1.0,7.0,0.54141,60+,Urbana,Hombre
59.0,2.0,1.0,7.0,0.54141,45-59,Urbana,Mujer
73.0,1.0,1.0,7.0,0.73306,60+,Urbana,Hombre
53.0,1.0,1.0,2.0,0.60258,45-59,Urbana,Hombre
52.0,2.0,2.0,10.0,0.42492,45-59,Rural,Mujer
67.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
65.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
61.0,1.0,2.0,10.0,0.35024,60+,Rural,Hombre
63.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
50.0,2.0,2.0,10.0,0.42492,45-59,Rural,Mujer
90.0,2.0,2.0,10.0,0.35024,60+,Rural,Mujer
65.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
92.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
31.0,1.0,2.0,10.0,0.33041,30-44,Rural,Hombre
46.0,2.0,2.0,10.0,0.42492,45-59,Rural,Mujer
46.0,1.0,2.0,10.0,0.30551,45-59,Rural,Hombre
65.0,1.0,2.0,10.0,0.33041,60+,Rural,Hombre
66.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
75.0,2.0,1.0,5.0,1.40201,60+,Urbana,Mujer
47.0,1.0,1.0,5.0,1.8983,45-59,Urbana,Hombre
19.0,1.0,1.0,5.0,2.6402,18-29,Urbana,Hombre
58.0,2.0,1.0,5.0,0.90324,45-59,Urbana,Mujer
67.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
90.0,2.0,1.0,5.0,1.22298,60+,Urbana,Mujer
42.0,2.0,1.0,7.0,0.73306,30-44,Urbana,Mujer
55.0,2.0,1.0,7.0,0.79279,45-59,Urbana,Mujer
52.0,2.0,1.0,5.0,1.22298,45-59,Urbana,Mujer
72.0,1.0,2.0,10.0,0.47422,60+,Rural,Hombre
45.0,1.0,1.0,5.0,1.8983,45-59,Urbana,Hombre
39.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
77.0,1.0,1.0,5.0,1.70095,60+,Urbana,Hombre
42.0,2.0,1.0,5.0,1.22298,30-44,Urbana,Mujer
88.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
34.0,1.0,1.0,5.0,2.05299,30-44,Urbana,Hombre
78.0,2.0,1.0,5.0,1.70095,60+,Urbana,Mujer
33.0,1.0,1.0,4.0,0.38569,30-44,Urbana,Hombre
45.0,1.0,1.0,7.0,1.13785,45-59,Urbana,Hombre
85.0,2.0,1.0,5.0,1.22298,60+,Urbana,Mujer
76.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
70.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
50.0,2.0,1.0,5.0,1.32264,45-59,Urbana,Mujer
50.0,2.0,1.0,4.0,1.12737,45-59,Urbana,Mujer
67.0,2.0,1.0,2.0,0.31998,60+,Urbana,Mujer
58.0,2.0,1.0,5.0,1.40201,45-59,Urbana,Mujer
66.0,2.0,1.0,2.0,0.31998,60+,Urbana,Mujer
67.0,1.0,1.0,2.0,0.31998,60+,Urbana,Hombre
64.0,1.0,1.0,2.0,0.46856,60+,Urbana,Hombre
64.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
80.0,1.0,1.0,2.0,0.43325,60+,Urbana,Hombre
62.0,2.0,1.0,2.0,0.31998,60+,Urbana,Mujer
64.0,1.0,1.0,7.0,0.54141,60+,Urbana,Hombre
62.0,2.0,1.0,7.0,0.79279,60+,Urbana,Mujer
76.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
48.0,1.0,1.0,2.0,0.67249,45-59,Urbana,Hombre
63.0,1.0,1.0,4.0,0.38569,60+,Urbana,Hombre
70.0,2.0,1.0,4.0,0.52221,60+,Urbana,Mujer
34.0,1.0,1.0,2.0,0.72729,30-44,Urbana,Hombre
44.0,2.0,1.0,4.0,0.52221,30-44,Urbana,Mujer
35.0,2.0,1.0,2.0,0.43325,30-44,Urbana,Mujer
46.0,1.0,2.0,10.0,0.47422,45-59,Rural,Hombre
51.0,1.0,1.0,4.0,0.87663,45-59,Urbana,Hombre
57.0,1.0,1.0,4.0,0.87663,45-59,Urbana,Hombre
59.0,1.0,1.0,4.0,0.56477,45-59,Urbana,Hombre
30.0,1.0,1.0,7.0,1.23057,30-44,Urbana,Hombre
34.0,1.0,1.0,7.0,1.23057,30-44,Urbana,Hombre
38.0,1.0,1.0,4.0,0.56477,30-44,Urbana,Hombre
60.0,2.0,1.0,2.0,0.31998,60+,Urbana,Mujer
18.0,2.0,1.0,2.0,0.43325,18-29,Urbana,Mujer
43.0,1.0,1.0,2.0,0.46856,30-44,Urbana,Hombre
68.0,1.0,1.0,2.0,0.46856,60+,Urbana,Hombre
71.0,1.0,1.0,2.0,0.49668,60+,Urbana,Hombre
52.0,1.0,1.0,2.0,0.67249,45-59,Urbana,Hombre
62.0,2.0,1.0,2.0,0.49668,60+,Urbana,Mujer
38.0,2.0,1.0,2.0,0.43325,30-44,Urbana,Mujer
81.0,2.0,1.0,10.0,0.84583,60+,Urbana,Mujer
45.0,2.0,1.0,10.0,0.54493,45-59,Urbana,Mujer
58.0,2.0,1.0,10.0,0.40246,45-59,Urbana,Mujer
40.0,1.0,1.0,10.0,1.17641,30-44,Urbana,Hombre
57.0,1.0,1.0,5.0,1.40201,45-59,Urbana,Hombre
42.0,2.0,1.0,2.0,0.43325,30-44,Urbana,Mujer
53.0,1.0,1.0,2.0,0.67249,45-59,Urbana,Hombre
60.0,2.0,1.0,4.0,0.56477,60+,Urbana,Mujer
79.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
21.0,1.0,1.0,2.0,0.93532,18-29,Urbana,Hombre
37.0,2.0,1.0,5.0,0.90324,30-44,Urbana,Mujer
28.0,1.0,1.0,2.0,0.31998,18-29,Urbana,Hombre
58.0,1.0,1.0,5.0,1.40201,45-59,Urbana,Hombre
57.0,1.0,2.0,4.0,0.55668,45-59,Rural,Hombre
54.0,2.0,2.0,4.0,0.55668,45-59,Rural,Mujer
63.0,2.0,2.0,4.0,0.41115,60+,Rural,Mujer
29.0,2.0,2.0,4.0,0.60205,18-29,Rural,Mujer
63.0,1.0,2.0,4.0,0.41115,60+,Rural,Hombre
56.0,2.0,2.0,4.0,0.60205,45-59,Rural,Mujer
56.0,1.0,2.0,4.0,0.63818,45-59,Rural,Hombre
33.0,1.0,2.0,4.0,0.60205,30-44,Rural,Hombre
52.0,1.0,2.0,4.0,0.86408,45-59,Rural,Hombre
55.0,1.0,2.0,4.0,0.63818,45-59,Rural,Hombre
63.0,1.0,1.0,4.0,0.38569,60+,Urbana,Hombre
29.0,2.0,1.0,2.0,0.46856,18-29,Urbana,Mujer
62.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
30.0,2.0,2.0,10.0,0.33041,30-44,Rural,Mujer
86.0,2.0,1.0,13.0,4.73395,60+,Urbana,Mujer
32.0,1.0,1.0,13.0,4.46594,30-44,Urbana,Hombre
62.0,1.0,1.0,13.0,5.74333,60+,Urbana,Hombre
54.0,1.0,1.0,13.0,8.91477,45-59,Urbana,Hombre
56.0,1.0,1.0,13.0,8.91477,45-59,Urbana,Hombre
50.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
48.0,1.0,2.0,8.0,0.37268,45-59,Rural,Hombre
52.0,1.0,2.0,8.0,0.33393,45-59,Rural,Hombre
68.0,2.0,2.0,8.0,0.17733,60+,Rural,Mujer
72.0,1.0,2.0,8.0,0.17733,60+,Rural,Hombre
53.0,1.0,2.0,8.0,0.37268,45-59,Rural,Hombre
55.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
58.0,2.0,2.0,8.0,0.17733,45-59,Rural,Mujer
73.0,2.0,2.0,10.0,0.30551,60+,Rural,Mujer
64.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
70.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
86.0,1.0,2.0,10.0,0.30551,60+,Rural,Hombre
73.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
80.0,2.0,2.0,13.0,0.55742,60+,Rural,Mujer
72.0,2.0,2.0,13.0,0.38838,60+,Rural,Mujer
47.0,2.0,2.0,13.0,0.35912,45-59,Rural,Mujer
90.0,2.0,2.0,13.0,0.26523,60+,Rural,Mujer
50.0,1.0,2.0,10.0,0.47422,45-59,Rural,Hombre
33.0,1.0,2.0,10.0,0.51286,30-44,Rural,Hombre
32.0,1.0,2.0,10.0,0.51286,30-44,Rural,Hombre
23.0,1.0,1.0,5.0,2.6402,18-29,Urbana,Hombre
28.0,1.0,1.0,5.0,2.05299,18-29,Urbana,Hombre
35.0,2.0,1.0,9.0,0.80227,30-44,Urbana,Mujer
63.0,1.0,1.0,10.0,0.54493,60+,Urbana,Hombre
58.0,2.0,1.0,10.0,0.58933,45-59,Urbana,Mujer
40.0,1.0,1.0,10.0,0.84583,30-44,Urbana,Hombre
54.0,1.0,1.0,10.0,0.58933,45-59,Urbana,Hombre
68.0,1.0,1.0,10.0,0.40246,60+,Urbana,Hombre
61.0,1.0,1.0,10.0,0.54493,60+,Urbana,Hombre
70.0,2.0,1.0,10.0,0.40246,60+,Urbana,Mujer
52.0,1.0,1.0,10.0,0.54493,45-59,Urbana,Hombre
65.0,1.0,1.0,9.0,0.59253,60+,Urbana,Hombre
54.0,1.0,1.0,9.0,0.80227,45-59,Urbana,Hombre
28.0,1.0,1.0,9.0,0.71887,18-29,Urbana,Hombre
18.0,1.0,1.0,9.0,1.11582,18-29,Urbana,Hombre
60.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
36.0,1.0,1.0,9.0,0.80227,30-44,Urbana,Hombre
42.0,2.0,2.0,10.0,0.30551,30-44,Rural,Mujer
39.0,2.0,1.0,8.0,1.29434,30-44,Urbana,Mujer
50.0,2.0,1.0,8.0,1.39981,45-59,Urbana,Mujer
60.0,1.0,1.0,8.0,2.00907,60+,Urbana,Hombre
45.0,2.0,1.0,8.0,1.29434,45-59,Urbana,Mujer
26.0,1.0,1.0,8.0,2.17278,18-29,Urbana,Hombre
73.0,2.0,1.0,8.0,1.29434,60+,Urbana,Mujer
40.0,2.0,1.0,8.0,1.29434,30-44,Urbana,Mujer
29.0,1.0,1.0,9.0,0.86765,18-29,Urbana,Hombre
57.0,2.0,1.0,14.0,0.3589,45-59,Urbana,Mujer
33.0,1.0,2.0,10.0,0.51286,30-44,Rural,Hombre
62.0,1.0,2.0,10.0,0.35024,60+,Rural,Hombre
44.0,1.0,2.0,10.0,0.47422,30-44,Rural,Hombre
56.0,1.0,2.0,10.0,0.35024,45-59,Rural,Hombre
20.0,2.0,1.0,9.0,0.71887,18-29,Urbana,Mujer
32.0,1.0,1.0,15.0,0.55697,30-44,Urbana,Hombre
84.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
82.0,2.0,1.0,15.0,0.515,60+,Urbana,Mujer
32.0,1.0,1.0,15.0,0.55697,30-44,Urbana,Hombre
59.0,1.0,2.0,9.0,0.59403,45-59,Rural,Hombre
29.0,2.0,1.0,8.0,1.39981,18-29,Urbana,Mujer
80.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
58.0,2.0,1.0,8.0,1.39981,45-59,Urbana,Mujer
70.0,2.0,1.0,14.0,0.3589,60+,Urbana,Mujer
28.0,1.0,1.0,5.0,2.05299,18-29,Urbana,Hombre
68.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
83.0,2.0,1.0,7.0,0.54141,60+,Urbana,Mujer
65.0,1.0,1.0,7.0,0.84037,60+,Urbana,Hombre
65.0,1.0,1.0,7.0,1.23057,60+,Urbana,Hombre
23.0,1.0,1.0,7.0,1.01955,18-29,Urbana,Hombre
63.0,2.0,1.0,7.0,0.84037,60+,Urbana,Mujer
19.0,1.0,1.0,2.0,0.93532,18-29,Urbana,Hombre
74.0,1.0,1.0,9.0,0.59253,60+,Urbana,Hombre
54.0,2.0,1.0,9.0,0.55898,45-59,Urbana,Mujer
49.0,2.0,1.0,9.0,0.51686,45-59,Urbana,Mujer
65.0,1.0,2.0,9.0,0.5604,60+,Rural,Hombre
50.0,1.0,2.0,9.0,0.51817,45-59,Rural,Hombre
67.0,2.0,1.0,13.0,3.04984,60+,Urbana,Mujer
51.0,1.0,2.0,10.0,0.47422,45-59,Rural,Hombre
32.0,2.0,2.0,4.0,0.60205,30-44,Rural,Mujer
53.0,2.0,2.0,4.0,0.55668,45-59,Rural,Mujer
35.0,2.0,2.0,4.0,0.55668,30-44,Rural,Mujer
15.0,2.0,2.0,4.0,0.77425,0-17,Rural,Mujer
8.0,1.0,2.0,4.0,0.86408,0-17,Rural,Hombre
72.0,1.0,2.0,4.0,0.60205,60+,Rural,Hombre
43.0,1.0,2.0,4.0,0.55668,30-44,Rural,Hombre
52.0,2.0,2.0,4.0,0.55668,45-59,Rural,Mujer
28.0,1.0,2.0,4.0,0.60205,18-29,Rural,Hombre
26.0,1.0,2.0,4.0,0.9345,18-29,Rural,Hombre
24.0,1.0,1.0,14.0,1.04907,18-29,Urbana,Hombre
45.0,2.0,1.0,7.0,0.73306,45-59,Urbana,Mujer
67.0,2.0,1.0,7.0,1.13785,60+,Urbana,Mujer
32.0,1.0,1.0,7.0,0.79279,30-44,Urbana,Hombre
39.0,1.0,1.0,7.0,1.13785,30-44,Urbana,Hombre
37.0,1.0,1.0,7.0,1.13785,30-44,Urbana,Hombre
80.0,1.0,1.0,7.0,0.84037,60+,Urbana,Hombre
59.0,1.0,1.0,7.0,1.01955,45-59,Urbana,Hombre
36.0,1.0,1.0,7.0,0.79279,30-44,Urbana,Hombre
39.0,2.0,1.0,7.0,0.73306,30-44,Urbana,Mujer
26.0,2.0,2.0,9.0,0.5604,18-29,Rural,Mujer
21.0,1.0,2.0,9.0,1.11865,18-29,Rural,Hombre
64.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
64.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
73.0,1.0,2.0,10.0,0.35024,60+,Rural,Hombre
88.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
73.0,2.0,1.0,15.0,0.38036,60+,Urbana,Mujer
65.0,1.0,1.0,15.0,0.5904,60+,Urbana,Hombre
59.0,1.0,2.0,6.0,0.3742,45-59,Rural,Hombre
67.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
28.0,2.0,2.0,13.0,0.77527,18-29,Rural,Mujer
75.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
35.0,1.0,2.0,13.0,0.55742,30-44,Rural,Hombre
56.0,2.0,2.0,6.0,0.50667,45-59,Rural,Mujer
48.0,1.0,2.0,10.0,0.30551,45-59,Rural,Hombre
14.0,1.0,2.0,10.0,0.30551,0-17,Rural,Hombre
66.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
52.0,1.0,2.0,10.0,0.30551,45-59,Rural,Hombre
47.0,1.0,2.0,6.0,0.32642,45-59,Rural,Hombre
75.0,2.0,2.0,8.0,0.17733,60+,Rural,Mujer
50.0,1.0,1.0,13.0,6.4097,45-59,Urbana,Hombre
73.0,1.0,2.0,6.0,0.35302,60+,Rural,Hombre
49.0,2.0,2.0,8.0,0.27524,45-59,Rural,Mujer
48.0,2.0,2.0,8.0,0.2401,45-59,Rural,Mujer
79.0,2.0,2.0,8.0,0.17733,60+,Rural,Mujer
70.0,1.0,2.0,6.0,0.24108,60+,Rural,Hombre
56.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
58.0,1.0,2.0,8.0,0.17733,45-59,Rural,Hombre
42.0,1.0,2.0,8.0,0.2401,30-44,Rural,Hombre
69.0,1.0,2.0,8.0,0.37268,60+,Rural,Hombre
33.0,2.0,2.0,8.0,0.25966,30-44,Rural,Mujer
89.0,2.0,2.0,8.0,0.17733,60+,Rural,Mujer
33.0,1.0,2.0,13.0,0.38838,30-44,Rural,Hombre
39.0,1.0,2.0,13.0,0.55742,30-44,Rural,Hombre
37.0,1.0,2.0,13.0,0.55742,30-44,Rural,Hombre
57.0,1.0,2.0,13.0,0.26523,45-59,Rural,Hombre
36.0,1.0,2.0,13.0,0.55742,30-44,Rural,Hombre
49.0,2.0,2.0,13.0,0.35912,45-59,Rural,Mujer
30.0,1.0,2.0,13.0,0.60284,30-44,Rural,Hombre
50.0,2.0,2.0,13.0,0.35912,45-59,Rural,Mujer
60.0,2.0,2.0,13.0,0.35912,60+,Rural,Mujer
46.0,1.0,2.0,13.0,0.55742,45-59,Rural,Hombre
53.0,2.0,1.0,15.0,0.5904,45-59,Urbana,Mujer
43.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
35.0,1.0,1.0,6.0,1.01279,30-44,Urbana,Hombre
67.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
45.0,2.0,1.0,5.0,1.22298,45-59,Urbana,Mujer
90.0,1.0,1.0,5.0,0.90324,60+,Urbana,Hombre
62.0,2.0,1.0,5.0,2.6402,60+,Urbana,Mujer
80.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
88.0,1.0,1.0,5.0,0.90324,60+,Urbana,Hombre
59.0,2.0,1.0,5.0,2.05299,45-59,Urbana,Mujer
35.0,1.0,1.0,8.0,1.39981,30-44,Urbana,Hombre
60.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
50.0,1.0,1.0,8.0,1.29434,45-59,Urbana,Hombre
64.0,2.0,2.0,13.0,0.26523,60+,Rural,Mujer
32.0,1.0,1.0,6.0,0.70566,30-44,Urbana,Hombre
58.0,2.0,1.0,6.0,0.4819,45-59,Urbana,Mujer
72.0,2.0,1.0,4.0,0.72631,60+,Urbana,Mujer
57.0,1.0,1.0,4.0,0.59866,45-59,Urbana,Hombre
60.0,2.0,2.0,13.0,0.77527,60+,Rural,Mujer
74.0,1.0,1.0,6.0,0.4819,60+,Urbana,Hombre
66.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
92.0,2.0,2.0,13.0,0.35912,60+,Rural,Mujer
68.0,1.0,1.0,4.0,0.59866,60+,Urbana,Hombre
66.0,1.0,2.0,13.0,0.38838,60+,Rural,Hombre
68.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
61.0,2.0,1.0,10.0,0.84583,60+,Urbana,Mujer
59.0,2.0,1.0,10.0,0.40246,45-59,Urbana,Mujer
57.0,1.0,1.0,10.0,0.40246,45-59,Urbana,Hombre
39.0,2.0,1.0,10.0,0.54493,30-44,Urbana,Mujer
44.0,1.0,1.0,10.0,0.54493,30-44,Urbana,Hombre
69.0,1.0,1.0,10.0,0.40246,60+,Urbana,Hombre
84.0,1.0,1.0,10.0,0.6247,60+,Urbana,Hombre
26.0,1.0,1.0,6.0,0.65249,18-29,Urbana,Hombre
31.0,1.0,2.0,13.0,0.60284,30-44,Rural,Hombre
39.0,2.0,1.0,6.0,0.65249,30-44,Urbana,Mujer
28.0,1.0,2.0,13.0,0.77527,18-29,Rural,Hombre
83.0,2.0,2.0,10.0,0.47422,60+,Rural,Mujer
74.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
38.0,1.0,2.0,10.0,0.47422,30-44,Rural,Hombre
48.0,1.0,1.0,15.0,0.79939,45-59,Urbana,Hombre
78.0,1.0,2.0,13.0,0.55742,60+,Rural,Hombre
75.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
60.0,2.0,1.0,15.0,0.38036,60+,Urbana,Mujer
58.0,2.0,1.0,5.0,0.90324,45-59,Urbana,Mujer
26.0,2.0,2.0,10.0,0.33041,18-29,Rural,Mujer
69.0,1.0,1.0,5.0,1.70095,60+,Urbana,Hombre
66.0,1.0,2.0,4.0,0.41115,60+,Rural,Hombre
64.0,1.0,2.0,4.0,0.41115,60+,Rural,Hombre
63.0,1.0,2.0,4.0,0.55668,60+,Rural,Hombre
81.0,2.0,2.0,4.0,0.63818,60+,Rural,Mujer
61.0,1.0,2.0,4.0,0.63818,60+,Rural,Hombre
48.0,1.0,2.0,4.0,0.55668,45-59,Rural,Hombre
37.0,1.0,2.0,4.0,0.86408,30-44,Rural,Hombre
56.0,2.0,2.0,4.0,0.41115,45-59,Rural,Mujer
56.0,1.0,1.0,15.0,0.38036,45-59,Urbana,Hombre
72.0,1.0,1.0,5.0,1.40201,60+,Urbana,Hombre
70.0,1.0,1.0,6.0,0.748,60+,Urbana,Hombre
57.0,1.0,1.0,6.0,0.4819,45-59,Urbana,Hombre
42.0,2.0,1.0,4.0,0.52221,30-44,Urbana,Mujer
62.0,2.0,1.0,15.0,0.55697,60+,Urbana,Mujer
68.0,2.0,1.0,5.0,0.90324,60+,Urbana,Mujer
64.0,2.0,1.0,6.0,0.4819,60+,Urbana,Mujer
24.0,1.0,2.0,14.0,1.1721,18-29,Rural,Hombre
26.0,2.0,2.0,14.0,0.58718,18-29,Rural,Mujer
38.0,1.0,1.0,5.0,1.8983,30-44,Urbana,Hombre
60.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
46.0,1.0,2.0,10.0,0.47422,45-59,Rural,Hombre
35.0,1.0,2.0,10.0,0.47422,30-44,Rural,Hombre
26.0,2.0,1.0,14.0,0.52554,18-29,Urbana,Mujer
47.0,2.0,1.0,5.0,1.22298,45-59,Urbana,Mujer
27.0,1.0,1.0,14.0,0.81575,18-29,Urbana,Hombre
89.0,1.0,1.0,8.0,0.95595,60+,Urbana,Hombre
80.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
59.0,1.0,1.0,8.0,0.95595,45-59,Urbana,Hombre
82.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
80.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
54.0,1.0,1.0,8.0,1.29434,45-59,Urbana,Hombre
84.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
41.0,2.0,1.0,8.0,1.29434,30-44,Urbana,Mujer
69.0,1.0,2.0,10.0,0.22564,60+,Rural,Hombre
71.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
73.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
56.0,2.0,2.0,10.0,0.22564,45-59,Rural,Mujer
73.0,2.0,2.0,10.0,0.22564,60+,Rural,Mujer
31.0,1.0,2.0,10.0,0.33041,30-44,Rural,Hombre
28.0,2.0,2.0,10.0,0.22564,18-29,Rural,Mujer
48.0,1.0,2.0,8.0,0.37268,45-59,Rural,Hombre
44.0,1.0,2.0,8.0,0.37268,30-44,Rural,Hombre
53.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
55.0,2.0,2.0,8.0,0.17733,45-59,Rural,Mujer
60.0,2.0,2.0,8.0,0.40304,60+,Rural,Mujer
51.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
51.0,1.0,2.0,8.0,0.2401,45-59,Rural,Hombre
30.0,1.0,2.0,8.0,0.25966,30-44,Rural,Hombre
65.0,1.0,2.0,8.0,0.25966,60+,Rural,Hombre
35.0,1.0,1.0,8.0,2.00907,30-44,Urbana,Hombre
28.0,2.0,1.0,8.0,1.39981,18-29,Urbana,Mujer
30.0,2.0,1.0,8.0,1.39981,30-44,Urbana,Mujer
33.0,2.0,1.0,8.0,2.17278,30-44,Urbana,Mujer
41.0,2.0,1.0,8.0,1.29434,30-44,Urbana,Mujer
59.0,1.0,2.0,10.0,0.22564,45-59,Rural,Hombre
60.0,1.0,2.0,8.0,0.27524,60+,Rural,Hombre
42.0,2.0,2.0,8.0,0.2401,30-44,Rural,Mujer
42.0,1.0,2.0,8.0,0.37268,30-44,Rural,Hombre
52.0,1.0,2.0,6.0,0.32642,45-59,Rural,Hombre
45.0,2.0,2.0,6.0,0.32642,45-59,Rural,Mujer
71.0,1.0,2.0,6.0,0.24108,60+,Rural,Hombre
61.0,1.0,2.0,6.0,0.50667,60+,Rural,Hombre
58.0,1.0,2.0,6.0,0.32642,45-59,Rural,Hombre
81.0,1.0,2.0,6.0,0.3742,60+,Rural,Hombre
76.0,1.0,2.0,13.0,0.55742,60+,Rural,Hombre
82.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
63.0,2.0,2.0,13.0,0.26523,60+,Rural,Mujer
80.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
64.0,1.0,2.0,13.0,0.26523,60+,Rural,Hombre
55.0,1.0,2.0,13.0,0.41169,45-59,Rural,Hombre
63.0,1.0,2.0,13.0,0.77527,60+,Rural,Hombre
28.0,1.0,2.0,13.0,0.60284,18-29,Rural,Hombre
42.0,1.0,2.0,13.0,0.35912,30-44,Rural,Hombre
40.0,1.0,2.0,13.0,0.35912,30-44,Rural,Hombre
49.0,2.0,2.0,6.0,0.32642,45-59,Rural,Mujer
42.0,1.0,1.0,8.0,1.29434,30-44,Urbana,Hombre
40.0,1.0,1.0,8.0,2.00907,30-44,Urbana,Hombre
39.0,2.0,1.0,8.0,2.00907,30-44,Urbana,Mujer
77.0,1.0,2.0,6.0,0.32642,60+,Rural,Hombre
62.0,1.0,2.0,6.0,0.32642,60+,Rural,Hombre
76.0,1.0,1.0,8.0,0.95595,60+,Urbana,Hombre
37.0,2.0,1.0,8.0,1.29434,30-44,Urbana,Mujer
88.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
25.0,1.0,1.0,8.0,2.17278,18-29,Urbana,Hombre
73.0,2.0,1.0,8.0,0.95595,60+,Urbana,Mujer
81.0,1.0,2.0,13.0,0.26523,60+,Rural,Hombre
28.0,1.0,1.0,2.0,0.72729,18-29,Urbana,Hombre
66.0,1.0,2.0,13.0,0.41169,60+,Rural,Hombre
60.0,1.0,2.0,8.0,0.2401,60+,Rural,Hombre
45.0,2.0,2.0,8.0,0.51833,45-59,Rural,Mujer
62.0,1.0,2.0,6.0,0.70469,60+,Rural,Hombre
70.0,1.0,2.0,8.0,0.17733,60+,Rural,Hombre
63.0,1.0,2.0,8.0,0.17733,60+,Rural,Hombre
68.0,1.0,2.0,8.0,0.17733,60+,Rural,Hombre
62.0,2.0,1.0,6.0,0.748,60+,Urbana,Mujer
49.0,1.0,2.0,6.0,0.50667,45-59,Rural,Hombre
62.0,1.0,2.0,6.0,0.24108,60+,Rural,Hombre
82.0,2.0,2.0,6.0,0.24108,60+,Rural,Mujer
40.0,1.0,2.0,6.0,0.50667,30-44,Rural,Hombre
78.0,2.0,2.0,6.0,0.24108,60+,Rural,Mujer
63.0,1.0,2.0,8.0,0.33393,60+,Rural,Hombre
57.0,1.0,2.0,8.0,0.33393,45-59,Rural,Hombre
65.0,1.0,2.0,8.0,0.27524,60+,Rural,Hombre
45.0,2.0,2.0,8.0,0.40304,45-59,Rural,Mujer
43.0,1.0,2.0,8.0,0.25966,30-44,Rural,Hombre
